split,id,margin,direction,emoji_pol,gold,gold_pol,markers,text
train,tik012293,0.5842,emoji_POS->gold_NEG,POS,sadness,NEG,🤣,"Hối hận vì ko nghe lời bme,cứ nhất quyết Lấy ngta vì Yêu. Đến khi mk gặp khó khăn thì nhắm mắt làm ngơ như 2 kẻ xa lạ.trong khi mk sẵn sàng đồng cam cạnh khổ vì ngta .🤣thật trớ trêu"
train,12522,0.5842,emoji_POS->gold_NEG,POS,sadness,NEG,🤣,Bố Mẹ đặt gánh nặng học hành lên vai von cái điều này xảy ra ở ko ít gia đình 🤣
train,30858,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣 🤣,Thà đi vòng 5 10km chứ đéo chơi ngu nv🤣🤣🤣
train,6030,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,tao bướng nhưng mặt đéo đến nỗi như con bé kia 🤣
train,13340,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,Trang Nguyễn thôi chúc nó ỉa chảy ngày 10 lần đến hết đời là dc. Chứ chết thì tội lắm.🤣
train,827,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣 🤣,tao đéo hiểu sao người yêu tao đi cắt tóc về trông mặt ngáo đến kì lạ 🤣🤣🤣
train,13373,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣 🤣 🤣 🤣 🤣,"Đây là lí do vì sao t chạy xe ôm bao nhiêu năm mà không bao h nhận đơn đồ ăn, vì nhiều ng hãm lắm luôn 🤣🤣🤣 chở gái hay chở đồ còn thích hơn 🤣🤣🤣"
train,23430,0.5842,emoji_POS->gold_NEG,POS,fear,NEG,🤣,"Nguyễn Uyên thật nha má, t mua xong t cũng phải giấu trong cặp. Chả hiểu🤣"
train,33312,0.5842,emoji_POS->gold_NEG,POS,sadness,NEG,🤣,Ưn Chi định up lên cho thiện hạ bênh cơ mà ko thành à 🤣
train,33285,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,Đm gặp tao thì m1 năm sau la giỗ đầu của c chứ đéo đc tới rằm đâu 🤣
train,13364,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣,Hồng Phạm cuộc đời toàn cứt vs đái ko vậy 🤣🤣
train,16686,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣,Thương thì thương nhưng vẫn phải than bả nói nhiều 🤣🤣
train,19347,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,"Andy Lam cũng là có qua có lại, đâm đầu dô mấy chỗ này thì phải biết trước kq là như dậy , khóc gì 🤣"
train,23061,0.5842,emoji_POS->gold_NEG,POS,fear,NEG,🤣,Hưng Táo sợ quá nhể 🤣
train,2895,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣,tình yêu là lời nói dối của 1 thằng khùng được tin bởi 1 con ngu 🤣🤣
train,29663,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣,Đọc bình luận thấy vẫn nhiều người chê xe VF. Giờ VF chạy đầy đường rồi chắc tức lắm nhỉ 🤣🤣
train,18938,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,Này mà gọi là thơ à 🤣
train,6759,0.5842,emoji_POS->gold_NEG,POS,sadness,NEG,🤣,"đi hát văn nghệ cho trường nguyên cấp 1 , kiếm được kha khá . cấp 2 vỡ giọng , khỏi hát 🤣"
train,23454,0.5842,emoji_POS->gold_NEG,POS,fear,NEG,🤣 🤣 🤣,"Bình tĩnh nghe em nói
Mọi chiện ko như anh thấy đâu 🤣🤣🤣"
train,31777,0.5842,emoji_POS->gold_NEG,POS,sadness,NEG,🤣 🤣,Mạnh Louis ricon cào khóc trong tuyệt vọng 🤣🤣
train,4975,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣 🤣,không biết s chứ ngày lúc 17t tao đi phục vụ phòng karaoke ... mình tao 2 phòng chạy qua chạy lại mệt quá vì xỉn ... kkk . thế là tao nghỉ trong ngày đầu vào phục vụ karaoke .🤣🤣🤣
train,33308,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣,Con bạn thân trơ trẽn nhất từ trk tới giờ🤣🤣 phải t đ nhẹ nhàng thế đâu.
train,25705,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,Vũ Tũnn bởi thế nên t mới gọi chúng m là bọn thất bại 🤣
train,31778,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣,Mạnh Louis đúng đần hết phần xã hội lũ riconit 🤣🤣
train,6938,0.5842,emoji_POS->gold_NEG,POS,sadness,NEG,🤣 🤣 🤣,Yến Yến thật ra thì cũng biết là thế nhưng vì sĩ diện nên k nhận thôi🤣🤣🤣
train,25704,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,Minhh Đăng kèo bên tụi mày thơm quá nên bên t thua pãi ròi 🤣 bên m có dư luận viên ròi ban tuyên giáo nụa sao tụi t đấu lại
train,33281,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣 🤣,"Luan Van Nguyen thật. Có phải bố mẹ mình méo đâu mà đòi dạy, dạy cái củ c 🤣🤣🤣"
train,22001,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣 🤣,"Nguyễn Ngọc rồi chửi thêm con ng khác nữa ý mom ạ. Có đợt e gặp cũng kiểu mẹ bấm điện thoại 1 góc, con chạy lăng xăng, chạy vào khu đánh đu, có bạn đang đánh đu va vào bé chạy đó. Con khóc mẹ còn k biết, lúc mn hỏi mới ra, ra thì chửi cái bạn chơi đánh đu kia sao đu tnao va vào e, chửi luôn cả mẹ bé ý là: đứng gần k biết bảo con chơi đu nhẹ à🤣🤣🤣. 
Cạn lời với nhiều mẹ trẻ"
val,3762,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,"tao cũng nghĩ là vậy , chứ ở đó mà mừng rồi nuôi đẻ . bố mày không thích ăn sừng , phắng 🤣"
val,11536,0.5842,emoji_POS->gold_NEG,POS,fear,NEG,🤣 🤣,Cong Minh ye ye🤣🤣 nói ra sợ bị táp
val,31488,0.5842,emoji_POS->gold_NEG,POS,sadness,NEG,🤣,Nhưng mà thua hoài nó chán 🤣
val,18581,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣 🤣,Theo điều ABC BLHS bạn có thể kiện dám lấy hình ảnh riêng tư phát tân trên mạng 🤣🤣
val,33294,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,"Ruby Khánh Linh đúng, phải ch.ửi chứ, mà phải ch.ửi cả 2 đứa luôn, hãm giống nhau, hèn gì chơi thân tận 20 năm 🤣"
val,23389,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,Đồ lăng nhăng 🤣
test,18900,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,Bài thơ nhảm nhí 🤣
test,28909,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,Nguyễn Sin chặn xe cứu thương đặng bán hòm dạo này ế quá mà anh🤣
test,18980,0.5842,emoji_POS->gold_NEG,POS,anger,NEG,🤣,Thơ như của hs sáng tác 🤣
train,15285,0.5818,emoji_NEG->gold_POS,NEG,positive,POS,🥹 🥹 🥹,🥹🥹🥹 Mừng quá mừng. Cảm xúc ko nói nên lời
train,19962,0.5818,emoji_NEG->gold_POS,NEG,positive,POS,🥹,Đam mê hay ha🥹
train,16672,0.5818,emoji_NEG->gold_POS,NEG,positive,POS,🥹,Đọc mấy bài này thấy tích cực hơn hẳn 🥹
train,30451,0.5818,emoji_NEG->gold_POS,NEG,interest,POS,🥹,Danh hài U Cà giờ đag ntn nhỉ? 🥹
train,28400,0.5818,emoji_NEG->gold_POS,NEG,positive,POS,🥹 🥹 🥹,Chòi. Mê món gà phô mai ở cn bờ kè lắm. Ko biết phomai có được tận dụng ko 🥹🥹🥹
train,27638,0.5818,emoji_NEG->gold_POS,NEG,positive,POS,🥹 🥹,"Phạm Sương đúng là cô giáo văn, luôn nhìn thấy triết lý đúng sai🥹🥹"
train,23826,0.5818,emoji_NEG->gold_POS,NEG,positive,POS,🥹,Phim hayy lém lun í 🥹
train,you000681,0.5818,emoji_NEG->gold_POS,NEG,interest,POS,🥹,E gần 30 nhưng tâm hồn đang ở tuổi 18 🥹
val,tik008535,0.5818,emoji_NEG->gold_POS,NEG,positive,POS,🥹,🥹 em ơi
train,13375,0.5799,emoji_POS->gold_NEG,POS,anger,NEG,=)) ❤,"Xăng đang lên nên đừng làm chuyện thất đức mấy má ơi =)) kh tiền hoặc kh lấy được thì đừng đặt cho sang mồm =(( tội ngta hiuhiu, may mắn trên đời này còn nhiều người tốt ❤"
train,tik023038,0.5544,emoji_POS->gold_NEG,POS,anger,NEG,😁 🥰 😂,Còn nữa 😁 VN đứng thứ 92 trong bảng xếp hạng fifa Thế Giói 🥰😂
train,tik011630,0.548,emoji_POS->gold_NEG,POS,sadness,NEG,😁 👍,giá như hôm ấy không chủ động với Cr...😁👍
train,you004767,0.5357,emoji_NEG->gold_POS,NEG,positive,POS,🤡 🤡 🤡,Thì ôg già đó kiệt r sao có con đc nx🤡🤡🤡( <b>JOKE</b> )
val,tik022598,0.5357,emoji_NEG->gold_POS,NEG,interest,POS,🤡,bắt t một mình làm j hay đi đâu một mình vs ng ko quen là t câm luôn🤡
test,32894,0.5357,emoji_NEG->gold_POS,NEG,positive,POS,🤡,"Cao ráo đẹp trai, học trường xịn, mẹ hoa hậu, bố làm tổng thống.
Kịch bản ngôn tình còn chưa dám viết cỡ này 🤡"
train,20415,0.5333,emoji_NEG->gold_POS,NEG,interest,POS,😫,Duc Anh Nguyen trời ạ 😫
train,2234,0.5333,emoji_NEG->gold_POS,NEG,positive,POS,🙃,tao thích con trai đầu tóc gọn gàng vãi_chưởng 🙃
train,5072,0.5333,emoji_NEG->gold_POS,NEG,positive,POS,🙄 🙄 🙄,"per 2 con hay cap màn hình nhất thế giới , nói chuyện với nhau toàn cười ỉ 🙄🙄🙄"
train,tik017915,0.5333,emoji_NEG->gold_POS,NEG,positive,POS,🙃,thật luôn🙃
train,20022,0.5333,emoji_NEG->gold_POS,NEG,interest,POS,🙄,Cứ nghĩ chỉ có trong phim hàn 🙄
train,279,0.5333,emoji_NEG->gold_POS,NEG,positive,POS,🙃 🙃 🙃,bác không ở lại làm tô phở đã 🙃🙃🙃
train,3299,0.5333,emoji_NEG->gold_POS,NEG,positive,POS,🙄,cảm động người thầy đưa học sinh đi làm hồ sơ 🙄
train,19756,0.5333,emoji_NEG->gold_POS,NEG,positive,POS,🙄,Chay âu cho thoát 🙄
train,3219,0.5333,emoji_NEG->gold_POS,NEG,interest,POS,🙄,giống chó này tên là gì vậy các bác 🙄
train,14189,0.5333,emoji_NEG->gold_POS,NEG,interest,POS,🙄,Kim Ngân  xem thử hk 🙄
train,tik018583,0.5333,emoji_NEG->gold_POS,NEG,interest,POS,🙃,ovethingking như t xem đc thì...🙃
train,23843,0.5333,emoji_NEG->gold_POS,NEG,interest,POS,🙃 🙃 🙃,Ching Ching  1 chuyện quan trọng hơn phải thừa nhận là nếu không có thân người là không có làm được - dù đôi khi nó không may mắn và thua thiệt nè 🙃🙃🙃
train,3083,0.5333,emoji_NEG->gold_POS,NEG,positive,POS,🙄,"đm buồn cười đéo chịu được , đặc vụ nằm vùng đi xe đạp thì đuổi sao kịp mấy th lol đi xe máy 🙄"
train,16340,0.5333,emoji_NEG->gold_POS,NEG,interest,POS,🙃,My Nhu trái gió trở trời 🙃
train,19993,0.5333,emoji_NEG->gold_POS,NEG,positive,POS,🙄 🙄,Ultr… cái này mà tạo thành phim chắc cuốn phải biết 🙄🙄
val,19732,0.5333,emoji_NEG->gold_POS,NEG,positive,POS,🙃,chú phi xe nét quá ạ🙃
test,tik016996,0.5333,emoji_NEG->gold_POS,NEG,positive,POS,🙃,"Không có gì ngại hết ák, cứ tự tin sống lạc quan đi nhák🙃"
test,tik017000,0.5299,emoji_POS->gold_NEG,POS,sadness,NEG,❤️ ❤️ ❤️ 🙈,@tchang @3❤️11❤️2014❤️🙈 việc cởi khẩu trang cx ngại...
train,27258,0.5263,emoji_NEG->gold_POS,NEG,positive,POS,😱,Châu Hải Yến chính nó!! 😱
train,3499,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂 😂 😂,per nhờ mất bạn nên mình mới biết 😂😂😂😂
train,28918,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"Nó bán hòm hèn gì k thích xe cấp cứu , nó làm z cũng có lý do hết 😂"
train,22046,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,Tú Anh mình 5 năm làm siêu thị ức chế quá nhiều😂 muốn úp váy lên đầu khách luôn ý chứ😂
train,you003598,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂 😂,qa vài lần là ngộ ra ngay..hồi đó a cũng lụy như e.  vỉ tình yêu a đợi cả đêm..nhưng chưa tới nửa đêm a buồn ngủ vs muỗi nó bu qa nên a đi về. ko là a đợi tới sáng cũng đc.😂😂😂
train,25737,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Lúc nó lạng lách đánh võng net pô. Thì ở ngoài rủa loại này đánh chết t mừng. Giờ lên đây thấy ai cũng bênh 😂
train,you000055,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,1 đế chế tự vẽ 😂 sự thật thì nó chưa được 1/10 😂
train,you000107,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"Lịch sử kháng chiến trong SGK không ghi gì về cuộc chiến chống đế quốc Khmer thì chứng tỏ quân đội đến xâm chiến này quá yếu, không cần phải để học sinh học làm gì cho đau đầu 😂"
train,18895,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Thơ này bị ngấm nước khoái 😂
train,25675,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"Cgic cũng tại công an rồi lại nói là cháu nó ở nhà ngoan lắm 😂 thế k nghĩ nta mất vc à . Nta nuôi vợ con kiểu gì , bme thì lên báo cháu n không sai ngoan hiền . Lớn lên cũng k thành ng đâu"
train,you003771,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,Mai mốt lớn lớn tí xong nhớ lại lúc này.<br>Ơ sao hồi ấy mình lại phải làm thế nhỉ<br>Ơ sao hồi ấy mình phải khổ thế nhỉ <br>Thế gian này đã hết gái đâu. Mấy tỉ gái chả lẽ k đứa nào va trúng mình 😂
train,33261,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Đặng Tú . hóng. đọc xong k phải chuyện của mình mà muốn xông vô chửi ghê. phải t t cũng chửi cả ck cả bạn ck😂
train,23082,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,Nhanh trí đổi chồng. Đi quánh con tiểu tam 1 trận xong nói câu thứ như m t còn đẻ ra được thì t dạy được. 😂😂
train,30223,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"Luân Nguyễn phá hoại tài sản là đúng mà, người ta dựng rạp sai thì có chính quyền xử lí, tự ý tông mà bảo k phải phá hoại thì khác j tự đốt nhà mà k phải ở tù 😂"
train,5973,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,"rớt mũ trước , sau là rớt đầu . con với cái mắc dại thiệc 😂"
train,2962,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂,t mà bị như này thì chắc tao chết luôn c ạ 😂😂 per
train,6346,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,ý thức như lol . 😂😂
train,28375,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"Mấy cái panchan hàn quất cũng dc gom lại r đưa lại cho khách. Trc t làm nhà hàng hàn thấy v á, tụi hàn quắc keo lắm , giữ lại nấu soup kimchi 😂"
train,4052,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂,ổng đang chán ai tán yêuc luôn 😂😂
train,28858,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,Nguyễn Sin a yên tâm đi đi e ỡ nhà e kiếm thằg khác ném đá tiếp 😂😂
train,25716,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,Trần Q.Anh vâng nhưng cũng phải kỷ luật như nhau thì dân mới an tâm vs mấy anh thanh niên cứ gồng hết cơ đít lên để ga c ạ 😂😂
train,3462,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,hic . nhiều khi thấy bả ngu thiệc chứ kp đùa 😂
train,23094,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,cái tên nhiên này hay là tên của tiểu tam lắm. trước mình cũng gặp 😂
train,tik012216,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,Chưa bgio tao hối hận về nhưg gì đã làm kể cả nhưg việc t đau khổ đến tột cùng . Nhưg tao dám chắc sau này chúng mày sẽ phải hối hận cả đời 😂
train,155,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,"mức thu cao nhất - đồng ý vì số liệu nó thể hiện như vậy , chứ còn hiệu quả thì mình không biết đúng không 😂 mỗi lần vô vcb là hiểu phải đợi mỏi mòn , không như những nh khác"
train,1974,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,mua con lợn 5 chục lì xì được có 40 nghìn mất thời gian tốn cả tiền bạc 😂
train,20001,0.5253,emoji_POS->gold_NEG,POS,fear,NEG,😂 😂 😂,"em nói z thôi, chứ em cũng rén rồi😂😂😂"
train,19413,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"Chang Chang hên cách đây 1 tuần tính khám chỗ này nè B 😂 mà hên s chưa có tgian đi, ta nói nvien bên đó đt hối muốn tụt quần."
train,you000008,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"Dân Campuchia bây giờ toàn ăn mày quá khứ suốt ngày ảo tưởng. Ngay cả đế quốc ba tư, Mông Cổ, la mã kia còn sụp đổ thì cái Khmer bé tẹo tuổi gì mà suốt ngày lải nhải thay vì chịu khó mà làm ăn 😂"
train,673,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,thằng nào kiểu như này tao cho cạch mặt !!! đéo thích nữa 😂😂
train,6135,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂,tao mợt bây quá 😂😂😂
train,1094,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,chủ tịch rả vờ ngu và cái kết đừng bao rờ khinh thường người khác 😂😂
train,1043,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"per hồi nhỏ bị con đỉ này dí lòi lol 😂, bị cắn bầm đen muốn thúi thịt luôn cả tháng hơn mới hết . mà đươ ̣ c cái con này nuôi nó giữ nhà cửa hay , có nó không sợ ma quỷ gì hết"
train,11577,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Phong Nguuyen ông bác rất chịu khó dậy sớm để đi cmt dạo nhưng hơi ngu 😂
train,tik013364,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,Nghe nản thế😂
train,5178,0.5253,emoji_POS->gold_NEG,POS,fear,NEG,😂 😂,nó mà nhập viện thì xong đời tao . n 😂😂
train,13341,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Huynh Giao Nguyen thì ý mình chết là đến hết đời luôn đó cậu 😂
train,3449,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂 😂 😂,nhờ mất bạn nên mình mới biết 😂😂😂😂
train,4125,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,per muốn nói gì phải ngó trước ngó sau không chi mất đầu như chơi 😂😂
train,4903,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,công an béo như lợn không đuổi nổi tội phạm 😂😂
train,20444,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,Xuân Nghĩa xem phim Hàn Quốc và phim Mỹ quá 180 phút. 😂😂
train,tik011998,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂 😂,hối hận nhất là đi lấy chồng 😂😂😂
train,31563,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂 😂,Bắt rồi thả 😂😂😂😂 má hài t là t bắt t rang muối phơi khô từng con ăn cho đỡ phí công
train,26614,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂,“Đối tượng này cần phải loại bỏ hoàn toàn khỏi xã hội” 😂😂😂
train,31643,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Andy Nguyễn tệ nạn lắm 😂 thả k ai bít thì được
train,31015,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Để ráng kiếm tiền mua xe hơi về canh mấy thằng bắt chó gần nhà 😂
train,11564,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"Khoan , đã đấu boxing r còn kêu bị đấm đau , chắc mấy ô bị đấm đến mức chảy máu trong ko kêu j họ ko đau đâu. Nhể😂"
train,1173,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,thân gửi mấy má bán combo quà độn xốp với mấy cha có ý định tặng 😂😂
train,6106,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,bây chửi kệ bây ! riêng tao thik phá trong trường hợp này 😂
train,you000266,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂,Em ko ngờ đế quốc khmer xâm lược Đại việt 5 lần thua mà còn có thể gửi lá thư cho Đại việt ta kêu ta làm thuần phục và tung hô nó được chịu đế quốc này luôn ý(yếu hơn bày đặt kêu nước mạnh hơn làm theo yêu cầu của mình)😂😂😂
train,5247,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂,ngta lở ăn vụn tha đi lúc đầu thấy êm re tội quá chừng lúc sau tức nước vở bờ 😂😂😂
train,5750,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,tao nhìn tao thấy ghê vcd ấy 😂😂
train,tik023078,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂,"tôp 1 TG có nhiều chủ tịch nhất
tôp 1TG có nhiều GS vs T.Sy nhất
Tốp 1 TG về lan đột biến 😂😂😂"
train,12478,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"Quách Thanh Thủy để có dc con đã khó, nuôi dạy còn khó hơn các mẹ ạ. Nhiều lúc nịnh ko dc, nặng cũng ko được chỉ biết uất thôi😂"
train,you000071,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Cam Pú Chia tuổi j z AE😂
train,23062,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂,Sao mn k nghĩ là cay quá nên đặt tên như vậy. Mai sau mắng con cũng là mắng nyc nhỉ 😂😂😂
train,214,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,bán hàng onl riết bán luôn não rồi 😂😂
train,725,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,"hồi học lớp 5 bảo bố đi mua sgk cho , xong bố đi mua nguyên bộ lớp 4 đầy đủ từ sgk đến vở bài tập 😂"
train,684,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂,chúng mày cứ cười . dm mai gần đấy có biến lại thấy anh ấy trong bộ cảnh phục thì lại tung hô quả nằm vùng quá đẳng cấp 😂😂😂
train,4999,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,đứa lồn nào vẽ cái ổ điện thế 😂
train,6558,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂 😂,chuyện thì buồn nhưng nhìn cách kể của bé này thì nhịn cười không được 😂😂😂
train,6954,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Ý là đi cầu thang máy không hơn à mà phải bắc thang chi😂
train,you000243,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Đánh thì thua mà lại bắt thần phục và cống nạp 😂
train,11819,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂,Manh Vo Huong Minh a/c lớn để e út mong chứ sao lại cười thế hè . Buồn ....😂😂
train,18882,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Đâu liên quan gì tới nhà thơ đâu. Việc này liên quan tới người duyệt bài. Hóng táo quân năm nay. 😂
train,28896,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Đức Nhân Apple nó ghi sdt trên fb tui điện k được tui Ck nó nó kèm lời nhắn 😂
train,tik023073,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,Top xkld culi nhiều nhất TG ... tư hào quá bà con 😂😂
train,6306,0.5253,emoji_POS->gold_NEG,POS,fear,NEG,😂 😂,"những người đang buồn ỉa mà càng nhịn , khi bùng phát mới thật sự đáng sợ 😂😂"
train,28874,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂 😂,Thôi thế là xong . 1 phút bốc đồng 1 đời bốc c** luôn . Công k thành mà đời Danh cũng không toại luôn 😂😂😂
train,30364,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂,T chỉ quan tâm đến cậu út của trum đợt này sẽ lên báo thế nào thôi. Năm ông trum làm TT lần đầu t mê mỗi con trai ông 😂😂😂
train,733,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,đéo được tích sự gì 😂
train,2931,0.5253,emoji_POS->gold_NEG,POS,fear,NEG,😂 😂 😂,add cứ khoe đi . mai lại chặt hết như nguyễn trãi mà 😂😂😂
train,3941,0.5253,emoji_POS->gold_NEG,POS,fear,NEG,😂 😂 😂,coi mà hồi hộp vãi 😂😂😂... nghỉ tới khúc nó nhảy trượt rớt xún chắc bó chửi banh nóc ... v
train,29758,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,Sáng Dê đi 3năm bán lại ko ai mua 😂
train,29685,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Thanh Cong Nguyen những đứa k có tiền mu thường rất cay khi nghe tin vf thịnh hành😂
