split,id,margin,direction,emoji_pol,gold,gold_pol,markers,text
train,775,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂,ghét nhất mấy loại bép xép thế thôi . nhanh gọn lẹ 😂😂😂
train,33295,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Nguyễn Thảo cag chơi cag hợp nên cứ chơi miết năm này qua năm khác thôi😂giống nhau quá mà
train,you000064,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂 😂 😂 😂,Chả có thằng vua nào vì dân cả. Chỉ sợ bản thân + người nhà nó thôi😂😂 Miệng nói yêu dân như con😂😂 Đời nào nhường ngôi cho quan tốt😂😂
val,2008,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂,đứng dưới cây này chỉ sợ ngột vì mùi hoa sữa 😂😂😂
val,23455,0.5253,emoji_POS->gold_NEG,POS,fear,NEG,😂 😂,sợ hãi các thứ 😂😂
val,33305,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Lọ Lem khó cái là con đó nó hãm zi nên k thằng nào rước nên nó k có ck á chớ 😂
val,you000216,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,Giờ sáp nhập Campuchia vào Vn là tốt nhất 😂.. cha con nhà hu sen cho chức danh trưởng ban... Là đc . bớt láo lại
val,tik011933,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,Hối hận 😂
val,6101,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,đồ con ngỗng ngu ngốc 😂
val,58,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,có vẻ người dân hơi mê tín quá 😂
val,234,0.5253,emoji_POS->gold_NEG,POS,fear,NEG,😂 😂,nói xong còn chả dám ăn nữa 😂😂
val,31663,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,Giống kiếu đánh ngta xong xin lỗi😂😂
val,you000208,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"Thời nào cũng v , gặp Việt Nam t thì chỉ có ăn vả sml 😂"
test,6798,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂,uề ... lại li hôn không thành công ... 😂😂. t buồn cười câu này quá per
test,896,0.5253,emoji_POS->gold_NEG,POS,fear,NEG,😂,hồi nhỏ cứ đi qua chỗ nào mà nhìn từ xa thấy bóng dáng mấy con đuỹ này là chuẩn bị tinh thần chạy chứ nó dí sấp mặt luôn dù mình đéo làm gì nó hết 😂 vừa dí vừa ngoác mỏ hét sợ vãi ra
test,5425,0.5253,emoji_POS->gold_NEG,POS,sadness,NEG,😂,per ồ ồ chân chính chạnh lòng rồi 😂
test,5504,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,"mấy bạn nào có ý định tổ chức sn nv thì tém tém lại síu đi , nếu thích tổ chức sn kiểu nv ở đâu cũng vậy khi ra về làm ơn bo cho nv dọn phòng đó 200 300k gì đó cho có tình người síu nha 😂"
test,tik004739,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😂 😂 😂,ở đâu mà khổ quá vậy em thương vợ chồng em quá hà 😂😂😂😂😂 .kẻ ăn ko hết người làm ko ra ở QN tôi cũng có nhiều. hoàng cảnh khó khăn nhưng đâu đến nổi bần cùng giữ vậy ! cảm ơn gà lang than
test,893,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,quên đào tạo đạo đức thôi mà báo làm căng vãi 😂
test,you000104,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂,CPC chiến với Việt Nam 5 lần thua cả 5 mà còn đòi triều cống!?😂
test,18976,0.5253,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂,Thơ như cái qq . Mấy cái loại con ông cháu cha đưa vào rồi đưa vào cho nó viết 😂😂
train,29749,0.5166,emoji_POS->gold_NEG,POS,anger,NEG,=)) 🤣 🤣 🤣 🤣,Nguyễn Hoàng Giang =))) đúng kiểu thiếu hiểu biết nhưng lại thích thể hiện 🤣🤣🤣🤣
train,5818,0.5141,emoji_POS->gold_NEG,POS,anger,NEG,😁 😂 🤣,evn nó đéo thích đâu nhé .. nó chỉ giả vờ lươn lẹo nói thế thôi ..!? 😁😂🤣
train,17495,0.5,emoji_POS->gold_NEG,POS,anger,NEG,😃 😃,Hương Giang thế ngoại tình là đc bỏ luôn con cái à 😃 đàn ông nhiều tk vẫn k có bỏ đâu 😃
train,24608,0.5,emoji_POS->gold_NEG,POS,anger,NEG,😃,"đi PQ về chỉ thấy mỗi đắt và mệt, đồ ăn đắt, dịch vụ đắt bù lại các điểm chơi xa nhau vch😃"
train,tik016482,0.5,emoji_POS->gold_NEG,POS,sadness,NEG,😃 😃,"Nh bạn còn đẹp chán😃
Mih răng hô mũi to mắt nổ mắt xịt nhiều mụn đây
Nhiều lúc khbt mình tồn tại trên tgioi này lmj tại mih xấu quá😃"
train,17496,0.5,emoji_POS->gold_NEG,POS,anger,NEG,😃,Hương Giang bạn kia đang cổ súy đàn bà ngoại tình đó 😃.
train,tik016915,0.5,emoji_POS->gold_NEG,POS,sadness,NEG,🍀,Tu ti 🍀
val,20033,0.5,emoji_POS->gold_NEG,POS,anger,NEG,😃,Phong Hào chịu rồi😃
train,you005889,0.4952,emoji_POS->gold_NEG,POS,sadness,NEG,:D ❤,"Dính luôn vui thật,ở nhà thì bị bame so sánh với con nhà ngta như này như kia còn ở trường thì lại bị bắt nạt nhìn em cười đã chắc gì em đã vui đúng vậy em là một đứa ngu khi tin vào thứ tình cảm giả đó,đã có bao giờ họ coi em là một con người chưa em cũng là con người em biết đau biết buồn mà em đâu phải bức tượng để làm hài lòng mọi người em cũng muốn đc vui chơi với bạn bè cùng lứa tuổi và được tự do mà cũng vì những điều ở trên đã khiến em từ một đứa trẻ năng động hướng ngoại đã thành một đứa giả tạo sáng thì cười tối thì thu mình lại và khóc,cái cảm giác cắt tay nó vẫn không đau bằng việc em bị ng ta coi là bức tượng và không quan tâm tới cảm xúc của em,nhưng mọi ng đừng lo em chỉ khứa mỗi khi em cảm thấy quá mức chịu đựng và đau khổ thôi,nếu chuyện này vẫn tiếp diễn thì chắc em sẽ chọn năm 18t để tutu vậy vì đó là độ tuổi đẹp nhất cuộc đời :D<br>Nhưng vẫn còn lâu lắm em chỉ mới 12t thôi❤"
train,2293,0.4944,emoji_POS->gold_NEG,POS,sadness,NEG,😂 😂 😂 😁,"ngồi chờ một người đi qua 1 và coi đó như 1 sự tình cờ 😂😂😂 tao đã từng , nhưng đó là tao của ngày xưa . buồn cười thật 😁"
train,30238,0.4912,emoji_POS->gold_NEG,POS,anger,NEG,😄 😂,"Nói chung có xích mích từ trước rồi thì đừng nên xin xỏ nhau làm gì , nước sông ko phạm nước giếng cho khỏe, xin Mẹ ổng rồi mà ổng ko cho cũng chịu 😄
Hàng xóm với nhau, ko có lửa thì cũng ko có khói đâu 😂"
val,tik011723,0.4811,emoji_POS->gold_NEG,POS,sadness,NEG,🥰 🥰 🥰 ❤️‍🩹,"Tình xưa chẳng nhạt chẳng phai
Mà người giờ đã bên ai mất rồi
Hoa tàn đâu bởi gió trôi
Chỉ vì duyên cạn tình rời xa ta
Cỏ buồn chẳng cạnh được hoa
Người buồn chẳng thể thiết tha với mình
Nhớ ai lệ chảy lặng thinh
Buông tay chẳng nỡ bóng hình chẳng quên
Hữu duyên mà thiếu lời nguyền
Cận kề nhưng mãi chẳng nên phận người
Trên trời lấp lánh sao rơi
Dưới này lặng lẽ một đời vấn vương
Người trao lời hứa dịu dàng
Mà nay để lại phũ phàng trong ta....🥰🥰🥰,...Người đi như gió thoảng qua
Để lòng ai đó nhạt nhòa nhớ thương
Cành khô úa lá bên đường
Như tình chôn kín đoạn trường chia xa
Tim đau tựa vết xót xa
Khắc sâu kỷ niệm ngày ta có người ❤️‍🩹"
train,tik012302,0.4777,emoji_POS->gold_NEG,POS,sadness,NEG,😀 🥰,Tiền bạc mất tìm lại...😀 tình yêu cũng dễ.. chỉ mỗi cha mẹ già đi chưa làm đc mới hối hận🥰
train,11864,0.4712,emoji_POS->gold_NEG,POS,anger,NEG,😂 😂 😆,Phạm Tâm tôi là ng k tử tế 1 ng con đánh bố đập tivi như lời b bảo vậy mà cả huyện kx này cứ hễ máy giặt hỏng hay điều hoà tủ lạnh hỏng họ lại gọi vào sửa 😂😂😆
train,tik001083,0.469,emoji_NEG->gold_POS,NEG,positive,POS,😭 😭 🙏,Khu vé 😭😭🙏
train,23091,0.4667,emoji_POS->gold_NEG,POS,anger,NEG,😊,Nguyễn Diệu Ly vậy t sẽ đặt tên con là tên ngyc để mỗi lần nó hư t đánh đít giống như đang đấm thằng ml nyc 😊
train,tik017406,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,Trán cao tự ti thật 😊
train,tik018152,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,Tự ti vì tóc của mình quắng ko đc thẳng như bai người khác nhiều người khịa da thì ngâm 😊
train,tik011832,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊 😊,hối hận à tôi hối hận là khi gặp cô ấy 😊😊
train,tik012282,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,Hối hận nhất lấy một người phản bội mình dù cho bản thân đã cố gắng rất nhiều 😊
train,26608,0.4667,emoji_POS->gold_NEG,POS,anger,NEG,😊,Bảo Phạm Grenades vẫn thấy tôi mấy cái quán thằng này rewiew các a chị khi không đòi tẩy chay quán ăn ngta 😊
train,tik010884,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,Mình không được nội thương 😊
train,tik013788,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,"Muốn sửa tính cách này nhưng chẳng sửa được
Tôi là cô gái ít nói, rụt rè, hay ngại, tự ti , suy nghĩ nhiều , và hay ảo tưởng sống lowkey fb tôi chẳng đăng gì cả á ai mà tốt vs tôi hay biểu hiện gì đó tôi đều tưởng họ thích tôi😊"
train,tik019546,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,lên lớp thấy tụi nó bu lại đám nc thì mình cx chẳng dám lại ngồi nói chuyện trung 😊
train,tik015688,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,có mụt rùi gặp người quen cũng ngại😊
train,tik011766,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,Phải chi ngày đấy ko yếu lòng cảm xúc hôm nay là sự lựa chọn sai của ngày trước😊
train,you001707,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,Đg có ý định t.ự t.ử 😊
train,tik015720,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,"t ko thấy tự ti lắm á mặc dù t mũi tẹt, môi mỏng, mặt cx ko xinh lắm, t tự tin lém t cx hay bị mng trêu là con mũi tẹt nhưng t tự nhủ có tiền rồi mình đi nâng 😊"
train,tik012711,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,Quá mệt mỏi 😊
train,tik014036,0.4667,emoji_POS->gold_NEG,POS,anger,NEG,😊 😊,mik đã bị rồi mik không bt nói chuyện mà họ luôn chêu trọc tôi nhưng tôi ko biết nói chuyện như tôi cũng tức nhưng ko biết làm được cái gì hết 😊😊
train,5290,0.4667,emoji_POS->gold_NEG,POS,anger,NEG,😊 😊 😊,"cạn lời , mình ngủ để khỏi nhìn 😊😊😊"
train,tik014599,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,tự ti lắm nên làm sao giữ đc cậu😊
train,tik017552,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,ngay cả đi đâu cũng thấy ngại.. 😊
train,tik013284,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,mình thật vô vụng nhỉ😊
train,tik010995,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,tôi ước cũng không đc bà tôi mất hơn 1 năm r kể cũng nhanh thật mới đây đã hơn 1 năm r cái đêm đó còn ngồi cạch bà nội mà 😊
train,tik011705,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,giá như mẹ ko sinh mik ra gì tốt rồi😊
train,12827,0.4667,emoji_POS->gold_NEG,POS,anger,NEG,😊,Ác thấy thương😊
train,2824,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,14 / 2 năm ngoái tao mọc sừng . nên 14 / 2 năm nay tao quyết định cưa sừng 😊
train,tik011729,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,"giá như tôi có thể quay lại quá khứ và gỡ bỏ hết tất cả.là một con người bình thường.không ganh gét,đua đòi, không ham chơi theo bb.và con biết ơn con thương gia đình mình lắm.😊"
train,6692,0.4667,emoji_POS->gold_NEG,POS,anger,NEG,😊,"đầu mùa mà trên nhà tôi vải có 15k / 1kg , ăn tã từ đầu mùa 😊"
train,3803,0.4667,emoji_POS->gold_NEG,POS,anger,NEG,😊,có đéo gì mà kì thích thì đi . xin lỗi hơi thô 😊
val,tik014257,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,hướng nội+nch nhạt+ko có bạn+tự ti+sợ giao tiếp😊
test,tik018518,0.4667,emoji_POS->gold_NEG,POS,sadness,NEG,😊,bị ngọng nói k ai nghe 😊
train,you000196,0.4605,emoji_POS->gold_NEG,POS,anger,NEG,😁 😂 😆 😂,Anh cả thì ghê rồi 😁😂😆😂
train,tik012129,0.4571,emoji_POS->gold_NEG,POS,sadness,NEG,😄,"ko hối hận khi dc sinh ra trong gd này , nhưg hối hận vì dc sinh ra 😄"
train,31642,0.4571,emoji_POS->gold_NEG,POS,anger,NEG,😄 😄 😄,"Dương Hoàng tại làm rùm beng quá đó, t ra chợ mua trong khả năng 1,2 con, xong t tự đi thả, có ai thấy đâu 😄😄😄"
train,30245,0.4554,emoji_POS->gold_NEG,POS,anger,NEG,😂 😆,"Hong Phuc Pham 😂 sai thì báo chính quyền tiến hành lập biên bản xử phạt, buộc tháo dỡ chứ ai lại lái xe ủi bay rạp người ta chú 😆"
val,tik011741,0.4521,emoji_POS->gold_NEG,POS,sadness,NEG,🤣 🤣 😉 😉,sợ pé hc r áp lực + thức khuya nt vs toi toi chọn cách ct để bớt 1 gánh nặng và h pk chứng kiến 1 ng đag dần cưa cổ mà mink ko thể lm ngoài nhìn r thoát ra r lại vào nhìn🤣🤣😉😉
train,tik010228,0.4464,emoji_NEG->gold_POS,NEG,positive,POS,😇 😭,"m may mắn là vẫn còn ông bà nội ngoại nên m rất chân trọng ông bà 😇
bởi vì bố m mới mất nên m nhận ra rất nhiều điều 😭
chỉ có khi mất đi chúng ta mới thấy nó đáng quý nhường nào"
train,tik021352,0.4375,emoji_POS->gold_NEG,POS,sadness,NEG,💕,@Tuấn Anhh 💕 đôi khi nói chuyện với muôn thú còn dễ hơn với con ng
train,27593,0.4327,emoji_POS->gold_NEG,POS,anger,NEG,😁,"Quốc Bình phải vô đọc để biết nhiều thằng đầu ng óc c*t nói thiếu giáo dục lại tự ái, để mình block lần lướt fb nó sạch hơn 😁"
train,2331,0.4327,emoji_POS->gold_NEG,POS,fear,NEG,😁,"đang định đi nhổ răng khôn , nghe được tin này thấy ghê răng 😁"
train,11758,0.4327,emoji_POS->gold_NEG,POS,anger,NEG,😁,"Làm gì có đàn ông như vậy , bớt mơ nha mấy mợ 😁!!!"
train,tik014770,0.4327,emoji_POS->gold_NEG,POS,anger,NEG,😁 😁 😁 😁 😁 😁 😁 😁,"ai chê thì kệ mẹ chúng nó ,chúng nó có nhan sắc nhưng lại đéo có đạo đức(ở mọt số thằng)cố lên bro😁😁😁😁😁😁😁😁"
train,tik014231,0.4327,emoji_POS->gold_NEG,POS,sadness,NEG,😁 😁,"mik cx vậy bạn ạ,nhx mọi người và gia đình vứ bảo mik thái độ,nhiều khi cx muốn đc tự tin nhưng mik lại bị tự ti😁😁"
train,tik013466,0.4327,emoji_POS->gold_NEG,POS,fear,NEG,😁,đang tính khởi nghiệp k biết sao😁
train,tik013392,0.4327,emoji_POS->gold_NEG,POS,sadness,NEG,😁,30t tôi suy sụp vô cùng 😁
train,31463,0.4327,emoji_POS->gold_NEG,POS,anger,NEG,😁,Nguyễn Vinh Quang về đến cửa nhà đi ngủ đến nơi rồi vẫn hỏi live đâu 😁 thôi đợi 4 năm nữa tổ chức rồi hỏi sớm nha ông
train,29677,0.4327,emoji_POS->gold_NEG,POS,anger,NEG,😁,Tuấn Trần tôi thấy ông mới là người đang lùa . Quan điểm của người thấp kém có khác 😁
train,30200,0.4327,emoji_POS->gold_NEG,POS,anger,NEG,😁,"Vũ Tuấn Anh Dko Chuẩn mẹ nó r, cũng phải ăn ở thế nào hàng xóm nó ghét, chứ hàng xóm mà tình thương mến thương thì đéo ai người ta làm thế 😁"
train,11761,0.4327,emoji_POS->gold_NEG,POS,sadness,NEG,😁,Mai Mai nhiều lúc nghĩ thế mà làm ko được 😁
train,27626,0.4327,emoji_POS->gold_NEG,POS,anger,NEG,😁,Nguyễn Văn Tuân Vào thì vào mẹ từ 10h đi. Lại vào lúc 1h sáng làm chờ lâu ngủ mất rồi 😁
train,15512,0.4327,emoji_POS->gold_NEG,POS,fear,NEG,😁,"""I am the one who knocks"" nghe mà rùng mình 😁"
train,29292,0.4327,emoji_POS->gold_NEG,POS,anger,NEG,😁,"Chấp Nhận ông đi sai làn rồi còn gì, ngta đang đi ông tạt vào họ, nhưng bố kia chửi cũng sai😁"
val,28891,0.4327,emoji_POS->gold_NEG,POS,anger,NEG,😁,Trương Hạnh Công Dân chúc gì mà ác với nhỏ thế 😁
val,tik017795,0.4327,emoji_POS->gold_NEG,POS,sadness,NEG,😁 😁 😁,Không có tiền 😁😁😁
train,30263,0.4195,emoji_POS->gold_NEG,POS,anger,NEG,😂 😅 😂,Hùng Song không thấy là nói có xích mích từ trước à b? Xích mích mà còn nhờ vả thì khó lắm. Ng có tiền nữa 😂😅😂
val,14691,0.4181,emoji_POS->gold_NEG,POS,anger,NEG,😅 🤣,cl nè ăn hông t cho 😅 thôi làm ơn làm ơn tao thà đi mưa mà tao đỡ muốn ói 🤣 bớt ảo tưởng dùm t cái
train,tik016180,0.4167,emoji_NEG->gold_POS,NEG,positive,POS,🫠,mặc kệ ngta tôi tự tin vào bản thân và chăm sóc bản thân tốt hơn🫠
train,27306,0.415,emoji_NEG->gold_POS,NEG,positive,POS,🥲 🥶 🐧,"công nhận🥲 hồi bé khs sợ tiếng mèo kêu lắm nên không thích mèo. Đêm nhìn ra cửa số thấy con mèo mắt nó sáng còn kêu như kiểu tiếng trẻ em khóc…🥶 Mà giờ thì hết r, bọn mèo xâm chiếm hành tinh r, k ghét được nữa🐧"
train,2816,0.4132,emoji_POS->gold_NEG,POS,anger,NEG,:)) :)) ❤️,êu ơi sao con mụ này không gặp mình nhờ :))) ước gì có con mụ thế này tông vào mình ý :)))) klq mà giọng bé quay video đáng yêu thế ❤️
test,14893,0.4024,emoji_POS->gold_NEG,POS,anger,NEG,😀 😃 😄,Video này là của bọn Việt Tân dàn dựng để nói xấu nền giáo dục Việt Nam đấy. Phải bắt bỏ tù hết những người chia sẻ video này 😀😃😄
train,127,0.4,emoji_NEG->gold_POS,NEG,interest,POS,😕,vèo cái đã 7 năm 😕
train,3886,0.4,emoji_NEG->gold_POS,NEG,positive,POS,😕,per mày này . nhưng mà lúc già sắp chết 😕
train,tik000268,0.4,emoji_POS->gold_NEG,POS,sadness,NEG,🤗,xin lỗi bà nha áo tui hơi giãn á🤗
train,6809,0.4,emoji_POS->gold_NEG,POS,anger,NEG,😗,nhìn thấy nó cười trông giống thần kinh vãi lồn 😗
train,tik012866,0.4,emoji_NEG->gold_POS,NEG,interest,POS,😕,@Nguyễn Di Đan 😕
val,23490,0.4,emoji_POS->gold_NEG,POS,anger,NEG,🤗,như kiểu bị bắt quả tang ngoại tình luôn 🤗
test,5548,0.4,emoji_POS->gold_NEG,POS,anger,NEG,😗,cô ơi nhiệt tình là tốt nhưng bản thân phải an toàn trước 😗
train,31780,0.3889,emoji_POS->gold_NEG,POS,anger,NEG,😎,Mạnh Louis lo hớt tóc đi cháu 😎1 thằng suốt ngày chỉ biết bám đầu phụ nữ thì biết gì về bóng đá mà bình luận
train,tik012186,0.3889,emoji_POS->gold_NEG,POS,sadness,NEG,😎,Tôi chỉ hối hận rằng k đủ điều kiện cho vợ tốt hơn thôi. Còn lại mọi thứ đều ổn với c/s tôi😎
train,2489,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,"sao mày không như crush của tao , thuỷ triều lên cũng đéo sợ nhé 😆"
train,23962,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,Giang Còii  tại thấy cư dân mạng nhạy cảm qá. Phải lên tiếng c ạ 😆
train,2773,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,tài liệu mật mà mày cũng biết à 😆 max xạo lờ
train,33228,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,"Đỗ Thanh nó ko úp cái nồi lẩu nóng đang sôi sùng sục lên đầu là cửu quyền con đầm đỏ che chở lắm rồi chứ ở đó dẫn 2 đứa con ra ngồi lì, bạn nhỉ😆"
train,1295,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,"may công an đến bắt chứ không thì dân chỗ đó cho vào nồi cả rồi , đã có người cắt cử nhau đi mua giềng mẻ rồi đó chứ 😆"
train,18911,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,Thơ như đb 😆
train,25748,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,"Phạm Mỹ Quyên Jr. ah thế ah, đừng nói ""dù nó có thế nào"", ""nếu"" ko may 1 ngày nào đó một đám nhoi nhoi nào đó lao xe như chúng nó đâm vào ng quen, ng thân em thì a nghĩ em sẽ ko nói thế nữa.
đánh thế là nhẹ đấy, tương lai a nghĩ, ah mà chúng nó làm gì có tương lai 😆"
train,30449,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,"Băng Nguyễn vô gia cư thì vẫn có quốc tịch VN thì về VN chứ về đâu, có nước nào giám nhận, chả lẽ ra ngoài vũ trụ 😆..."
train,18587,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,Đồng ý là lái xe md. Nhưng mẹ kia kêu ngại phát ngại với riêng tư mà chính mẹ đăng lên k thèm che mờ là ngại dữ chưa. Này là tui lướt fb thấy bài tự hiện lên luôn nha. Mấy ông lái xe gửi trong nhóm còn mẹ này đăng fb cho bàn dân thiên hạ coi luôn 😆
train,825,0.3855,emoji_POS->gold_NEG,POS,fear,NEG,😆,"đừng nên thích mấy ông anh cơ bắp , sợ lắm 😆"
train,1064,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,lấy vợ xong bị tàn phá là có thật 😆 béo vãi_chưởng
train,448,0.3855,emoji_POS->gold_NEG,POS,sadness,NEG,😆,chưa bao giờ bắn trúng thứ gì 😆.
train,30199,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆 😆,Vũ Tuấn Anh Dko đợt 2 ông xe ôm bị thằng cháu tôi nó đấm ko trượt phát nào ! Vì cái tội nói láo anh của nó ! Bị đấm xong la lên tự nhiên m đánh tao ! Cái nó bảo trên đời này làm j có cái j tự nhiên 😆😆
train,3402,0.3855,emoji_POS->gold_NEG,POS,sadness,NEG,😆,trả lại tuổi thơ cho tao 😆
train,3490,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆 😆,"từ nhỏ đến lớn chỉ nghe được câu mày béo thế , mày nên giảm cân đi chứ không ai nói rằng mày gầy lắm ăn nhiều lên 😆😆"
train,17546,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆 😆,Ngoại tình là cặm bã của XH.. Dơ lắm.. Rẻ mạt 😆😆
val,tik021975,0.3855,emoji_POS->gold_NEG,POS,sadness,NEG,😆,cũng ngại😆
test,26957,0.3855,emoji_POS->gold_NEG,POS,anger,NEG,😆,Tom HoaHoa  cũng thấy bảo nhà thằng ny cấm vì trc đó cứ cãi nhau con dẩm này lại nt cho mẹ ny bảo đừng liên lạc gì nữa 😆
train,27645,0.3841,emoji_POS->gold_NEG,POS,anger,NEG,😁 =)) =)) =)),"Hà Quốc Dũng đ biết thì tiếp cmm thu dần đi thằng ngoo 😁 thông tin phải nhiều chiều vào . Cái loại đ tìm hiểu cc gì ngồi phán hơn thánh =))) loại ba.i n~ như m cũng hợp với mấy con này lắm =))) 
À mà khoan , có khi loại bại n~ như m dễ ăn án khi đụng phải những con ntn đấy =))) ngoo lắm con ạ"
test,30203,0.3834,emoji_POS->gold_NEG,POS,anger,NEG,🤣 :)),"Nguyễn Duy Tùng 🤣 đấy là hàng xóm nhà ông, khối hàng xóm nó hãm vcl ra, ông không thấy nên đừng đoán mò, mà cái thằng đàng hoàng hàng xóm nó sống bẩn thì nó cũng không thèm ghét đâu bro :))"
train,2361,0.377,emoji_POS->gold_NEG,POS,sadness,NEG,🐶 😂 😂 😂 😂,đã từng . và bị phũ như 1 con chó 🐶😂😂😂😂
train,11993,0.3698,emoji_POS->gold_NEG,POS,sadness,NEG,🤣 😂 🤦🏻‍♀️,🤣😂🤦🏻‍♀️ cười nhưng trong lòng bất lực
train,tik001487,0.3654,emoji_NEG->gold_POS,NEG,positive,POS,🤦🏻‍♀️ 😪,"Trời ơi 🤦🏻‍♀️thật sự muốn gào thét lên, thương quá mình khóc luôn 😪ko biết làm cách nào mình gửi Vc a chị ấy chút tiền ko????chính chủ kênh ơi sao ll dc với bạn vậy"
train,15565,0.3598,emoji_POS->gold_NEG,POS,anger,NEG,=)),"Hân Nghiên đừng xem, nghiện hơn đá đó b ơi =))"
